0.7795382526,0.4366963739,0.307265155,0.3207239616,0.4837644469,0.4418252231,0.2419354839
0,0.4285325532,0.6699059078,0.7807880389,0.6901485966,0.8198349891,0.4838709677
0.3196016297,0.6816109939,0.206540182,0.3803046484,0.6637314254,0.6051523826,0.9274193548
0.1792666365,0.6299067964,0.3907141755,0.4493845203,0.5338470006,0.5470617949,0.2096774194
0.2222725215,0.0895299,0.6776183865,0.0919566073,0.1469455146,0.169052029,0.6129032258
0.4730647352,0.1406898428,0.6776183865,0.2049912877,0.2322509631,0.1968344839,0.6129032258
0.5178813943,0.1011633444,0.8071880302,0.0552526558,0.1458447991,0.1597912106,0.9516129032
0.5821638751,0.2902918566,0.1093629493,0.1462537238,0.3494771602,0.3079643038,0.9838709677
0.3399728384,0.2788625077,0.3413543113,0.2229779102,0.4171711613,0.4148846607,1
0.6143051154,0.2800190489,0.1394416165,0.1241639031,0.220143093,0.20862098,0.935483871
0.7768220914,0.1957276005,0.6004935986,0.1015120004,0.2542652724,0.3104899815,0.2822580645
0.4413761883,0.2132117831,0.3655714947,0.1737395312,0.3428728674,0.3045967335,0.9838709677
0.4662743323,0.290972175,0.6483109671,0.2230903266,0.4468904788,0.4174103384,0.0725806452
0.1756450883,0.2267501191,0.4986888786,0.1709853297,0.2878370941,0.3189089072,0.1532258065
0.5731100045,0.702700864,0.2978559309,0.4468551515,0.8987341772,0.8484593366,0.0725806452
0.4979628791,0.3629498605,0.572728675,0.4952504075,0.7495872317,0.7558511534,0.7661290323
0.504753282,0.1862031431,0.4693814592,0.036872576,0.2630709961,0.2961778077,0.8225806452
0.4468085106,0.4918021634,0.2997069258,0.4443257827,0.4661529994,0.4435090083,0.1209677419
0.6740606609,0.2457990339,0.5125713404,0.1630599741,0.4089157953,0.5226469103,0.4112903226
0.2114078769,0.3973059392,0.3624865032,0.2619863976,0.3946064942,0.4014143795,0.75
0.376641014,0.047282128,0.5542187259,0.1490079254,0.2190423775,0.2709210305,0.9274193548
0.615663196,0.3593441731,0.6899583526,0.299533472,0.442487617,0.4115170904,0.6935483871
0.7283838841,0.5380638139,0.2936911923,0.3017255916,0.6224545955,0.6245159118,0.4193548387
