Iteration,Objective,Score,MinOut,MaxOut,stdDevMinOutPos,stdDevMinOutNeg,StdDevMaxOutPos,StdDevMaxOutNeg,HyperplanePercentage
0,2.9884e+06,0,-0.00478557,-nan,0.00276065,0.00275228,-nan,-nan,1.33844e-15
1,2.96539e+06,0,-0.014322,-nan,0.00272684,0.00272001,-nan,-nan,1.34876e-15
2,2.94265e+06,0,-0.0237455,-nan,0.00269412,0.00268745,-nan,-nan,1.35912e-15
3,2.92019e+06,0,-0.0330566,-nan,0.00266178,0.00265527,-nan,-nan,1.36951e-15
4,2.89799e+06,0,-0.0422566,-nan,0.00262984,0.00262348,-nan,-nan,1.37994e-15
5,2.87605e+06,0,-0.0513469,-nan,0.00259827,0.00259207,-nan,-nan,1.39039e-15
6,2.85438e+06,0,-0.0603287,-nan,0.00256708,0.00256103,-nan,-nan,1.40088e-15
7,2.83297e+06,0,-0.0692035,-nan,0.00253627,0.00253036,-nan,-nan,1.41141e-15
8,2.81181e+06,0,-0.0779723,-nan,0.00250624,0.00249965,-nan,-nan,1.42196e-15
9,2.7909e+06,0,-0.0866366,-nan,0.00247615,0.00246971,-nan,-nan,1.43254e-15
10,2.77024e+06,0,-0.0951975,-nan,0.00244641,0.00244013,-nan,-nan,1.44315e-15
11,2.74983e+06,0,-0.103656,-nan,0.00241704,0.00241091,-nan,-nan,1.4538e-15
12,2.72967e+06,0,-0.112014,-nan,0.00238801,0.00238203,-nan,-nan,1.46447e-15
13,2.70974e+06,0,-0.120272,-nan,0.00235933,0.0023535,-nan,-nan,1.47516e-15
14,2.69005e+06,0,-0.128432,-nan,0.00233099,0.00232531,-nan,-nan,1.48589e-15
15,2.6706e+06,0,-0.136494,-nan,0.00230299,0.00229745,-nan,-nan,1.49664e-15
16,2.65138e+06,0,-0.144461,-nan,0.00227532,0.00226993,-nan,-nan,1.50742e-15
17,2.63238e+06,0,-0.152332,-nan,0.00224798,0.00224274,-nan,-nan,1.51822e-15
18,2.61362e+06,0,-0.160109,-nan,0.00222097,0.00221587,-nan,-nan,1.52905e-15
19,2.59507e+06,0,-0.167793,-nan,0.00219429,0.00218932,-nan,-nan,1.5399e-15
20,2.57675e+06,0,-0.175386,-nan,0.00216792,0.00216309,-nan,-nan,1.55078e-15
21,2.55865e+06,0,-0.182889,-nan,0.00214186,0.00213717,-nan,-nan,1.56167e-15
22,2.54076e+06,0,-0.190301,-nan,0.00211647,0.0021112,-nan,-nan,1.57259e-15
23,2.52309e+06,0,-0.197626,-nan,0.00209103,0.0020859,-nan,-nan,1.58353e-15
24,2.50563e+06,0,-0.204863,-nan,0.00206589,0.00206091,-nan,-nan,1.59449e-15
25,2.48838e+06,0,-0.212013,-nan,0.00204105,0.0020362,-nan,-nan,1.60547e-15
26,2.47133e+06,0,-0.219079,-nan,0.00201651,0.0020118,-nan,-nan,1.61647e-15
27,2.45448e+06,0,-0.22606,-nan,0.00199226,0.00198768,-nan,-nan,1.62748e-15
28,2.43784e+06,0,-0.232958,-nan,0.0019683,0.00196386,-nan,-nan,1.63852e-15
29,2.42139e+06,0,-0.239773,-nan,0.00194463,0.00194031,-nan,-nan,1.64956e-15
30,2.40514e+06,0,-0.246507,-nan,0.00192123,0.00191705,-nan,-nan,1.66063e-15
31,2.38909e+06,0,-0.253161,-nan,0.00189812,0.00189407,-nan,-nan,1.67171e-15
32,2.37322e+06,0,-0.259736,-nan,0.00187528,0.00187136,-nan,-nan,1.6828e-15
33,2.35755e+06,0,-0.266232,-nan,0.00185272,0.00184892,-nan,-nan,1.69391e-15
34,2.34206e+06,0,-0.272651,-nan,0.00183073,0.00182644,-nan,-nan,1.70503e-15
35,2.32676e+06,0,-0.278993,-nan,0.0018087,0.00180454,-nan,-nan,1.71616e-15
36,2.31164e+06,0,-0.285259,-nan,0.00178693,0.0017829,-nan,-nan,1.7273e-15
37,2.2967e+06,0,-0.291451,-nan,0.00176542,0.00176151,-nan,-nan,1.73846e-15
38,2.28194e+06,0,-0.297569,-nan,0.00174416,0.00174039,-nan,-nan,1.74962e-15
39,2.26735e+06,0,-0.303613,-nan,0.00172316,0.00171951,-nan,-nan,1.76079e-15
40,2.25294e+06,0,-0.309586,-nan,0.00170241,0.00169888,-nan,-nan,1.77197e-15
41,2.2387e+06,0,-0.315488,-nan,0.00168191,0.0016785,-nan,-nan,1.78315e-15
42,2.22463e+06,0,-0.321319,-nan,0.00166165,0.00165836,-nan,-nan,1.79435e-15
43,2.21073e+06,0,-0.32708,-nan,0.00164163,0.00163846,-nan,-nan,1.80554e-15
44,2.19699e+06,0,-0.332773,-nan,0.00162186,0.0016188,-nan,-nan,1.81674e-15
45,2.18342e+06,0,-0.338398,-nan,0.00160231,0.00159938,-nan,-nan,1.82795e-15
46,2.17001e+06,0,-0.343956,-nan,0.00158327,0.00157992,-nan,-nan,1.83916e-15
47,2.15676e+06,0,-0.349447,-nan,0.00156419,0.00156096,-nan,-nan,1.85037e-15
48,2.14366e+06,0,-0.354873,-nan,0.00154534,0.00154222,-nan,-nan,1.86158e-15
49,2.13073e+06,0,-0.360235,-nan,0.00152671,0.00152371,-nan,-nan,1.87279e-15
50,2.11794e+06,0,-0.365532,-nan,0.0015083,0.00150542,-nan,-nan,1.88401e-15
51,2.10531e+06,0,-0.370766,-nan,0.00149011,0.00148735,-nan,-nan,1.89522e-15
52,2.09284e+06,0,-0.375938,-nan,0.00147214,0.00146949,-nan,-nan,1.90643e-15
53,2.08051e+06,0,-0.381048,-nan,0.00145439,0.00145184,-nan,-nan,1.91763e-15
54,2.06832e+06,0,-0.386097,-nan,0.00143684,0.00143441,-nan,-nan,1.92884e-15
55,2.05628e+06,0,-0.391086,-nan,0.00141951,0.00141718,-nan,-nan,1.94003e-15
56,2.04439e+06,0,-0.396015,-nan,0.00140238,0.00140016,-nan,-nan,1.95123e-15
57,2.03264e+06,0,-0.400886,-nan,0.00138569,0.00138312,-nan,-nan,1.96242e-15
58,2.02103e+06,0,-0.405698,-nan,0.00136897,0.0013665,-nan,-nan,1.9736e-15
59,2.00955e+06,0,-0.410453,-nan,0.00135244,0.00135009,-nan,-nan,1.98477e-15
60,1.99822e+06,0,-0.415152,-nan,0.00133611,0.00133387,-nan,-nan,1.99593e-15
61,1.98701e+06,0,-0.419794,-nan,0.00131998,0.00131784,-nan,-nan,2.00709e-15
62,1.97595e+06,0,-0.424381,-nan,0.00130404,0.00130201,-nan,-nan,2.01823e-15
63,1.96501e+06,0,-0.428913,-nan,0.00128829,0.00128636,-nan,-nan,2.02937e-15
64,1.9542e+06,0,-0.433391,-nan,0.00127273,0.0012709,-nan,-nan,2.04049e-15
65,1.94353e+06,0,-0.437816,-nan,0.00125735,0.00125563,-nan,-nan,2.0516e-15
66,1.93298e+06,0,-0.442188,-nan,0.00124216,0.00124054,-nan,-nan,2.0627e-15
67,1.92256e+06,0,-0.446507,-nan,0.00122735,0.00122542,-nan,-nan,2.07378e-15
68,1.91226e+06,0,-0.450776,-nan,0.00121252,0.00121069,-nan,-nan,2.08485e-15
69,1.90208e+06,0,-0.454993,-nan,0.00119786,0.00119613,-nan,-nan,2.09591e-15
70,1.89203e+06,0,-0.45916,-nan,0.00118337,0.00118175,-nan,-nan,2.10694e-15
71,1.88209e+06,0,-0.463277,-nan,0.00116906,0.00116754,-nan,-nan,2.11796e-15
72,1.87227e+06,0,-0.467346,-nan,0.00115492,0.0011535,-nan,-nan,2.12897e-15
73,1.86258e+06,0,-0.471365,-nan,0.00114095,0.00113963,-nan,-nan,2.13995e-15
74,1.85299e+06,0,-0.475337,-nan,0.00112715,0.00112592,-nan,-nan,2.15091e-15
75,1.84352e+06,0,-0.479261,-nan,0.00111351,0.00111237,-nan,-nan,2.16186e-15
76,1.83417e+06,0,-0.483139,-nan,0.00110003,0.00109899,-nan,-nan,2.17278e-15
77,1.82492e+06,0,-0.48697,-nan,0.00108689,0.00108559,-nan,-nan,2.18368e-15
78,1.81579e+06,0,-0.490756,-nan,0.00107373,0.00107252,-nan,-nan,2.19456e-15
79,1.80676e+06,0,-0.494496,-nan,0.00106073,0.00105962,-nan,-nan,2.20542e-15
80,1.79784e+06,0,-0.498192,-nan,0.00104788,0.00104686,-nan,-nan,2.21625e-15
81,1.78903e+06,0,-0.501844,-nan,0.00103519,0.00103426,-nan,-nan,2.22706e-15
82,1.78033e+06,0,-0.505452,-nan,0.00102265,0.00102181,-nan,-nan,2.23785e-15
83,1.77172e+06,0,-0.509017,-nan,0.00101025,0.00100951,-nan,-nan,2.2486e-15
84,1.76322e+06,0,-0.51254,-nan,0.000998007,0.000997356,-nan,-nan,2.25934e-15
85,1.75483e+06,0,-0.51602,-nan,0.000985907,0.000985347,-nan,-nan,2.27004e-15
86,1.74653e+06,0,-0.51946,-nan,0.000973952,0.00097348,-nan,-nan,2.28072e-15
87,1.73833e+06,0,-0.522858,-nan,0.000962301,0.000961596,-nan,-nan,2.29136e-15
88,1.73023e+06,0,-0.526215,-nan,0.000950627,0.000950013,-nan,-nan,2.30198e-15
89,1.72222e+06,0,-0.529533,-nan,0.000939093,0.000938568,-nan,-nan,2.31257e-15
90,1.71431e+06,0,-0.532811,-nan,0.000927697,0.00092726,-nan,-nan,2.32313e-15
91,1.7065e+06,0,-0.536049,-nan,0.000916436,0.000916087,-nan,-nan,2.33365e-15
92,1.69878e+06,0,-0.539249,-nan,0.00090531,0.000905047,-nan,-nan,2.34415e-15
93,1.69115e+06,0,-0.542411,-nan,0.000894316,0.000894139,-nan,-nan,2.35461e-15
94,1.68361e+06,0,-0.545536,-nan,0.000883454,0.000883362,-nan,-nan,2.36504e-15
95,1.67616e+06,0,-0.548623,-nan,0.000872721,0.000872713,-nan,-nan,2.37544e-15
96,1.6688e+06,0,-0.551673,-nan,0.000862116,0.000862191,-nan,-nan,2.3858e-15
97,1.66153e+06,0,-0.554687,-nan,0.000851781,0.000851654,-nan,-nan,2.39613e-15
98,1.65434e+06,0,-0.557665,-nan,0.000841426,0.000841383,-nan,-nan,2.40642e-15
99,1.64724e+06,0,-0.560607,-nan,0.000831194,0.000831236,-nan,-nan,2.41668e-15
100,1.64023e+06,0,-0.563514,-nan,0.000821085,0.000821209,-nan,-nan,2.42689e-15
101,1.63329e+06,0,-0.566387,-nan,0.000811096,0.000811302,-nan,-nan,2.43708e-15
102,1.62645e+06,0,-0.569225,-nan,0.000801227,0.000801514,-nan,-nan,2.44722e-15
103,1.61968e+06,0,-0.57203,-nan,0.000791475,0.000791842,-nan,-nan,2.45733e-15
104,1.61299e+06,0,-0.574801,-nan,0.00078184,0.000782286,-nan,-nan,2.4674e-15
105,1.60639e+06,0,-0.577538,-nan,0.000772319,0.000772844,-nan,-nan,2.47742e-15
106,1.59986e+06,0,-0.580244,-nan,0.000763041,0.000763388,-nan,-nan,2.48741e-15
107,1.59341e+06,0,-0.582917,-nan,0.000753744,0.000754172,-nan,-nan,2.49736e-15
108,1.58704e+06,0,-0.585558,-nan,0.000744559,0.000745065,-nan,-nan,2.50727e-15
109,1.58074e+06,0,-0.588167,-nan,0.000735484,0.000736068,-nan,-nan,2.51714e-15
110,1.57452e+06,0,-0.590746,-nan,0.000726516,0.000727178,-nan,-nan,2.52696e-15
111,1.56837e+06,0,-0.593294,-nan,0.000717656,0.000718394,-nan,-nan,2.53674e-15
112,1.5623e+06,0,-0.595811,-nan,0.000708901,0.000709715,-nan,-nan,2.54649e-15
113,1.55629e+06,0,-0.598298,-nan,0.000700251,0.000701139,-nan,-nan,2.55618e-15
114,1.55036e+06,0,-0.600756,-nan,0.000691704,0.000692667,-nan,-nan,2.56584e-15
115,1.5445e+06,0,-0.603184,-nan,0.000683259,0.000684295,-nan,-nan,2.57545e-15
116,1.53871e+06,0,-0.605584,-nan,0.000675028,0.000675911,-nan,-nan,2.58501e-15
117,1.53299e+06,0,-0.607954,-nan,0.000666782,0.00066774,-nan,-nan,2.59454e-15
118,1.52734e+06,0,-0.610297,-nan,0.000658635,0.000659666,-nan,-nan,2.60401e-15
119,1.52176e+06,0,-0.612611,-nan,0.000650584,0.000651689,-nan,-nan,2.61344e-15
120,1.51624e+06,0,-0.614898,-nan,0.00064263,0.000643807,-nan,-nan,2.62283e-15
121,1.51079e+06,0,-0.617158,-nan,0.000634771,0.000636019,-nan,-nan,2.63217e-15
122,1.5054e+06,0,-0.619391,-nan,0.000627005,0.000628324,-nan,-nan,2.64146e-15
123,1.50008e+06,0,-0.621597,-nan,0.000619332,0.000620721,-nan,-nan,2.65071e-15
124,1.49482e+06,0,-0.623776,-nan,0.000611751,0.000613209,-nan,-nan,2.65991e-15
125,1.48962e+06,0,-0.62593,-nan,0.000604361,0.000605687,-nan,-nan,2.66906e-15
126,1.48449e+06,0,-0.628058,-nan,0.000596959,0.000598354,-nan,-nan,2.67816e-15
127,1.47941e+06,0,-0.630161,-nan,0.000589644,0.00059111,-nan,-nan,2.68722e-15
128,1.4744e+06,0,-0.632238,-nan,0.000582417,0.000583951,-nan,-nan,2.69622e-15
129,1.46945e+06,0,-0.634291,-nan,0.000575276,0.000576879,-nan,-nan,2.70518e-15
130,1.46455e+06,0,-0.63632,-nan,0.000568221,0.000569891,-nan,-nan,2.71409e-15
131,1.45972e+06,0,-0.638324,-nan,0.000561249,0.000562986,-nan,-nan,2.72295e-15
132,1.45494e+06,0,-0.640304,-nan,0.000554361,0.000556164,-nan,-nan,2.73176e-15
133,1.45022e+06,0,-0.642261,-nan,0.000547555,0.000549424,-nan,-nan,2.74053e-15
134,1.44555e+06,0,-0.644194,-nan,0.00054083,0.000542764,-nan,-nan,2.74924e-15
135,1.44094e+06,0,-0.646104,-nan,0.000534276,0.000536095,-nan,-nan,2.7579e-15
