Iteration,Objective,Score,MinOut,MaxOut,stdDevMinOutPos,stdDevMinOutNeg,StdDevMaxOutPos,StdDevMaxOutNeg,HyperplanePercentage
0,2.98867e+06,0,-0.00475022,-nan,0.00273618,0.0027239,-nan,-nan,1.33832e-15
1,2.96619e+06,0,-0.0141758,-nan,0.00270319,0.00269158,-nan,-nan,1.3484e-15
2,2.94398e+06,0,-0.0234897,-nan,0.00267083,0.00265942,-nan,-nan,1.35851e-15
3,2.92203e+06,0,-0.0326925,-nan,0.00263885,0.00262763,-nan,-nan,1.36865e-15
4,2.90034e+06,0,-0.0417855,-nan,0.00260726,0.00259623,-nan,-nan,1.37882e-15
5,2.87891e+06,0,-0.0507701,-nan,0.00257604,0.00256521,-nan,-nan,1.38901e-15
6,2.85774e+06,0,-0.0596475,-nan,0.00254519,0.00253455,-nan,-nan,1.39924e-15
7,2.83682e+06,0,-0.068419,-nan,0.00251513,0.00250384,-nan,-nan,1.40949e-15
8,2.81615e+06,0,-0.0770859,-nan,0.00248543,0.00247351,-nan,-nan,1.41977e-15
9,2.79573e+06,0,-0.0856494,-nan,0.00245566,0.00244394,-nan,-nan,1.43007e-15
10,2.77555e+06,0,-0.0941107,-nan,0.00242625,0.00241473,-nan,-nan,1.4404e-15
11,2.75561e+06,0,-0.102471,-nan,0.00239719,0.00238587,-nan,-nan,1.45075e-15
12,2.7359e+06,0,-0.110732,-nan,0.00236848,0.00235735,-nan,-nan,1.46113e-15
13,2.71644e+06,0,-0.118894,-nan,0.00234011,0.00232918,-nan,-nan,1.47153e-15
14,2.6972e+06,0,-0.126959,-nan,0.00231207,0.00230133,-nan,-nan,1.48195e-15
15,2.6782e+06,0,-0.134927,-nan,0.00228476,0.00227345,-nan,-nan,1.49239e-15
16,2.65942e+06,0,-0.142801,-nan,0.00225739,0.00224627,-nan,-nan,1.50286e-15
17,2.64087e+06,0,-0.150581,-nan,0.00223072,0.00221905,-nan,-nan,1.51335e-15
18,2.62253e+06,0,-0.158267,-nan,0.00220399,0.00219252,-nan,-nan,1.52385e-15
19,2.60442e+06,0,-0.165862,-nan,0.00217758,0.00216631,-nan,-nan,1.53438e-15
20,2.58652e+06,0,-0.173367,-nan,0.00215149,0.00214041,-nan,-nan,1.54492e-15
21,2.56883e+06,0,-0.180782,-nan,0.0021257,0.00211482,-nan,-nan,1.55548e-15
22,2.55136e+06,0,-0.188109,-nan,0.00210058,0.00208919,-nan,-nan,1.56606e-15
23,2.5341e+06,0,-0.195348,-nan,0.0020754,0.00206421,-nan,-nan,1.57666e-15
24,2.51704e+06,0,-0.202501,-nan,0.00205053,0.00203953,-nan,-nan,1.58727e-15
25,2.50018e+06,0,-0.209568,-nan,0.00202595,0.00201515,-nan,-nan,1.59789e-15
26,2.48352e+06,0,-0.216551,-nan,0.00200167,0.00199105,-nan,-nan,1.60853e-15
27,2.46707e+06,0,-0.223451,-nan,0.00197767,0.00196724,-nan,-nan,1.61918e-15
28,2.45081e+06,0,-0.230269,-nan,0.00195396,0.00194372,-nan,-nan,1.62984e-15
29,2.43474e+06,0,-0.237005,-nan,0.00193086,0.00192016,-nan,-nan,1.64052e-15
30,2.41887e+06,0,-0.243661,-nan,0.00190771,0.0018972,-nan,-nan,1.65121e-15
31,2.40318e+06,0,-0.250238,-nan,0.00188483,0.00187451,-nan,-nan,1.6619e-15
32,2.38769e+06,0,-0.256736,-nan,0.00186223,0.00185209,-nan,-nan,1.67261e-15
33,2.37237e+06,0,-0.263156,-nan,0.0018399,0.00182994,-nan,-nan,1.68333e-15
34,2.35724e+06,0,-0.2695,-nan,0.00181784,0.00180806,-nan,-nan,1.69405e-15
35,2.34229e+06,0,-0.275769,-nan,0.00179603,0.00178643,-nan,-nan,1.70478e-15
36,2.32752e+06,0,-0.281962,-nan,0.00177479,0.00176477,-nan,-nan,1.71552e-15
37,2.31292e+06,0,-0.288082,-nan,0.0017535,0.00174366,-nan,-nan,1.72626e-15
38,2.2985e+06,0,-0.294128,-nan,0.00173246,0.00172281,-nan,-nan,1.73701e-15
39,2.28425e+06,0,-0.300103,-nan,0.00171168,0.0017022,-nan,-nan,1.74776e-15
40,2.27018e+06,0,-0.306006,-nan,0.00169114,0.00168184,-nan,-nan,1.75851e-15
41,2.25626e+06,0,-0.311839,-nan,0.00167085,0.00166172,-nan,-nan,1.76927e-15
42,2.24252e+06,0,-0.317602,-nan,0.00165108,0.00164157,-nan,-nan,1.78003e-15
43,2.22894e+06,0,-0.323297,-nan,0.00163127,0.00162193,-nan,-nan,1.79079e-15
44,2.21552e+06,0,-0.328924,-nan,0.00161169,0.00160252,-nan,-nan,1.80155e-15
45,2.20226e+06,0,-0.334483,-nan,0.00159235,0.00158335,-nan,-nan,1.81231e-15
46,2.18916e+06,0,-0.339976,-nan,0.00157324,0.00156441,-nan,-nan,1.82307e-15
47,2.17621e+06,0,-0.345404,-nan,0.00155435,0.00154569,-nan,-nan,1.83383e-15
48,2.16342e+06,0,-0.350767,-nan,0.00153569,0.00152719,-nan,-nan,1.84458e-15
49,2.15078e+06,0,-0.356066,-nan,0.00151751,0.00150867,-nan,-nan,1.85533e-15
50,2.1383e+06,0,-0.361302,-nan,0.00149929,0.00149062,-nan,-nan,1.86607e-15
51,2.12596e+06,0,-0.366475,-nan,0.00148129,0.00147278,-nan,-nan,1.87681e-15
52,2.11377e+06,0,-0.371586,-nan,0.0014635,0.00145515,-nan,-nan,1.88755e-15
53,2.10172e+06,0,-0.376637,-nan,0.00144592,0.00143774,-nan,-nan,1.89828e-15
54,2.08982e+06,0,-0.381627,-nan,0.00142856,0.00142053,-nan,-nan,1.909e-15
55,2.07806e+06,0,-0.386558,-nan,0.00141164,0.0014033,-nan,-nan,1.91971e-15
56,2.06644e+06,0,-0.39143,-nan,0.00139468,0.0013865,-nan,-nan,1.93041e-15
57,2.05496e+06,0,-0.396244,-nan,0.00137793,0.0013699,-nan,-nan,1.9411e-15
58,2.04361e+06,0,-0.401001,-nan,0.00136137,0.00135351,-nan,-nan,1.95178e-15
59,2.0324e+06,0,-0.4057,-nan,0.00134501,0.0013373,-nan,-nan,1.96245e-15
60,2.02133e+06,0,-0.410344,-nan,0.00132885,0.00132129,-nan,-nan,1.97311e-15
61,2.01039e+06,0,-0.414932,-nan,0.0013131,0.00130526,-nan,-nan,1.98375e-15
62,1.99957e+06,0,-0.419466,-nan,0.00129732,0.00128963,-nan,-nan,1.99439e-15
