Iteration,Objective,Score,MinOut,MaxOut,stdDevMinOutPos,stdDevMinOutNeg,StdDevMaxOutPos,StdDevMaxOutNeg,HyperplanePercentage
0,2.98865e+06,0,-0.00479511,6.66671e-07,0.00276314,0.00270363,1.33333e-06,6.66667e-07,1.33833e-15
1,2.96613e+06,0,-0.0142257,-nan,0.00273262,0.0026717,-nan,-nan,1.34843e-15
2,2.94388e+06,0,-0.023547,-nan,0.00270013,0.00263961,-nan,-nan,1.35855e-15
3,2.9219e+06,0,-0.032757,-nan,0.00266803,0.00260791,-nan,-nan,1.36871e-15
4,2.90017e+06,0,-0.0418573,-nan,0.00263675,0.00257616,-nan,-nan,1.3789e-15
5,2.87871e+06,0,-0.0508489,-nan,0.0026054,0.00254521,-nan,-nan,1.38911e-15
6,2.8575e+06,0,-0.0597333,-nan,0.00257443,0.00251464,-nan,-nan,1.39935e-15
7,2.83655e+06,0,-0.0685118,-nan,0.00254382,0.00248443,-nan,-nan,1.40962e-15
8,2.81584e+06,0,-0.0771855,-nan,0.00251401,0.00245417,-nan,-nan,1.41992e-15
9,2.79538e+06,0,-0.0857557,-nan,0.00248413,0.00242468,-nan,-nan,1.43024e-15
10,2.77517e+06,0,-0.0942238,-nan,0.0024546,0.00239554,-nan,-nan,1.44059e-15
11,2.7552e+06,0,-0.102591,-nan,0.00242583,0.00236636,-nan,-nan,1.45097e-15
12,2.73546e+06,0,-0.110858,-nan,0.002397,0.00233791,-nan,-nan,1.46136e-15
13,2.71596e+06,0,-0.119027,-nan,0.00236851,0.00230981,-nan,-nan,1.47179e-15
14,2.69669e+06,0,-0.127098,-nan,0.00234076,0.00228167,-nan,-nan,1.48223e-15
15,2.67766e+06,0,-0.135073,-nan,0.00231294,0.00225423,-nan,-nan,1.4927e-15
16,2.65885e+06,0,-0.142952,-nan,0.00228546,0.00222713,-nan,-nan,1.50318e-15
17,2.64026e+06,0,-0.150738,-nan,0.0022583,0.00220035,-nan,-nan,1.51369e-15
18,2.6219e+06,0,-0.158431,-nan,0.00223184,0.00217353,-nan,-nan,1.52422e-15
19,2.60375e+06,0,-0.166032,-nan,0.0022057,0.00214703,-nan,-nan,1.53477e-15
20,2.58583e+06,0,-0.173543,-nan,0.00217949,0.00212121,-nan,-nan,1.54534e-15
21,2.56811e+06,0,-0.180964,-nan,0.00215397,0.00209534,-nan,-nan,1.55592e-15
22,2.55061e+06,0,-0.188296,-nan,0.00212874,0.00206979,-nan,-nan,1.56652e-15
23,2.53331e+06,0,-0.195541,-nan,0.00210345,0.00204489,-nan,-nan,1.57714e-15
24,2.51623e+06,0,-0.202699,-nan,0.00207917,0.00201962,-nan,-nan,1.58778e-15
25,2.49934e+06,0,-0.209772,-nan,0.00205482,0.00199498,-nan,-nan,1.59843e-15
26,2.48266e+06,0,-0.216761,-nan,0.00203076,0.00197065,-nan,-nan,1.60909e-15
27,2.46617e+06,0,-0.223666,-nan,0.00200664,0.00194693,-nan,-nan,1.61977e-15
28,2.44989e+06,0,-0.230489,-nan,0.00198314,0.00192317,-nan,-nan,1.63046e-15
29,2.43379e+06,0,-0.237231,-nan,0.00195992,0.00189971,-nan,-nan,1.64116e-15
30,2.41789e+06,0,-0.243892,-nan,0.00193665,0.00187683,-nan,-nan,1.65187e-15
31,2.40218e+06,0,-0.250474,-nan,0.00191366,0.00185423,-nan,-nan,1.6626e-15
32,2.38666e+06,0,-0.256977,-nan,0.00189125,0.0018316,-nan,-nan,1.67333e-15
33,2.37132e+06,0,-0.263403,-nan,0.0018688,0.00180954,-nan,-nan,1.68407e-15
34,2.35616e+06,0,-0.269752,-nan,0.00184693,0.00178744,-nan,-nan,1.69483e-15
35,2.34119e+06,0,-0.276025,-nan,0.001825,0.00176591,-nan,-nan,1.70558e-15
36,2.32639e+06,0,-0.282224,-nan,0.00180334,0.00174463,-nan,-nan,1.71635e-15
37,2.31177e+06,0,-0.288348,-nan,0.00178224,0.00172333,-nan,-nan,1.72712e-15
38,2.29733e+06,0,-0.2944,-nan,0.00176108,0.00170256,-nan,-nan,1.7379e-15
39,2.28305e+06,0,-0.300379,-nan,0.00174048,0.00168176,-nan,-nan,1.74868e-15
40,2.26895e+06,0,-0.306287,-nan,0.00171982,0.00166148,-nan,-nan,1.75946e-15
41,2.25502e+06,0,-0.312124,-nan,0.00169941,0.00164145,-nan,-nan,1.77025e-15
42,2.24125e+06,0,-0.317892,-nan,0.00167953,0.00162139,-nan,-nan,1.78104e-15
43,2.22764e+06,0,-0.323591,-nan,0.00165961,0.00160184,-nan,-nan,1.79183e-15
44,2.2142e+06,0,-0.329222,-nan,0.00164019,0.00158226,-nan,-nan,1.80262e-15
45,2.20092e+06,0,-0.334786,-nan,0.00162074,0.00156318,-nan,-nan,1.81341e-15
46,2.1878e+06,0,-0.340284,-nan,0.00160151,0.00154432,-nan,-nan,1.8242e-15
47,2.17483e+06,0,-0.345716,-nan,0.00158278,0.00152544,-nan,-nan,1.83499e-15
48,2.16202e+06,0,-0.351083,-nan,0.00156401,0.00150703,-nan,-nan,1.84578e-15
49,2.14936e+06,0,-0.356386,-nan,0.00154598,0.00148835,-nan,-nan,1.85656e-15
50,2.13685e+06,0,-0.361626,-nan,0.00152765,0.00147039,-nan,-nan,1.86734e-15
51,2.12449e+06,0,-0.366803,-nan,0.00151005,0.00145216,-nan,-nan,1.87811e-15
52,2.11228e+06,0,-0.371919,-nan,0.00149214,0.00143463,-nan,-nan,1.88888e-15
53,2.10021e+06,0,-0.376973,-nan,0.0014747,0.00141707,-nan,-nan,1.89964e-15
54,2.08829e+06,0,-0.381968,-nan,0.00145746,0.00139973,-nan,-nan,1.91039e-15
55,2.07651e+06,0,-0.386902,-nan,0.00144043,0.0013826,-nan,-nan,1.92114e-15
56,2.06487e+06,0,-0.391778,-nan,0.00142336,0.0013659,-nan,-nan,1.93187e-15
57,2.05337e+06,0,-0.396596,-nan,0.00140648,0.00134939,-nan,-nan,1.9426e-15
58,2.04201e+06,0,-0.401356,-nan,0.00139029,0.00133265,-nan,-nan,1.95332e-15
59,2.03078e+06,0,-0.40606,-nan,0.00137381,0.00131654,-nan,-nan,1.96402e-15
60,2.01969e+06,0,-0.410707,-nan,0.00135799,0.00130021,-nan,-nan,1.97471e-15
61,2.00873e+06,0,-0.415299,-nan,0.00134236,0.00128407,-nan,-nan,1.98539e-15
62,1.9979e+06,0,-0.419836,-nan,0.00132714,0.00126792,-nan,-nan,1.99606e-15
63,1.98719e+06,0,-0.424319,-nan,0.00131208,0.00125198,-nan,-nan,2.00671e-15
64,1.97662e+06,0,-0.428749,-nan,0.00129721,0.00123623,-nan,-nan,2.01735e-15
65,1.96617e+06,0,-0.433125,-nan,0.00128228,0.00122088,-nan,-nan,2.02797e-15
66,1.95585e+06,0,-0.43745,-nan,0.00126796,0.00120533,-nan,-nan,2.03858e-15
67,1.94565e+06,0,-0.441723,-nan,0.00125316,0.00119055,-nan,-nan,2.04917e-15
68,1.93557e+06,0,-0.445945,-nan,0.00123874,0.00117576,-nan,-nan,2.05974e-15
69,1.92561e+06,0,-0.450116,-nan,0.00122408,0.00116153,-nan,-nan,2.07029e-15
70,1.91577e+06,0,-0.454238,-nan,0.00120979,0.00114728,-nan,-nan,2.08083e-15
71,1.90605e+06,0,-0.458311,-nan,0.00119568,0.0011332,-nan,-nan,2.09134e-15
72,1.89645e+06,0,-0.462335,-nan,0.00118152,0.00111948,-nan,-nan,2.10183e-15
73,1.88695e+06,0,-0.466311,-nan,0.00116774,0.00110574,-nan,-nan,2.1123e-15
74,1.87758e+06,0,-0.470239,-nan,0.00115392,0.00109234,-nan,-nan,2.12275e-15
75,1.86831e+06,0,-0.474121,-nan,0.00114046,0.00107893,-nan,-nan,2.13318e-15
76,1.85915e+06,0,-0.477957,-nan,0.00112716,0.00106568,-nan,-nan,2.14358e-15
77,1.85011e+06,0,-0.481747,-nan,0.00111382,0.00105277,-nan,-nan,2.15396e-15
78,1.84117e+06,0,-0.485491,-nan,0.00110083,0.00103983,-nan,-nan,2.16431e-15
79,1.83234e+06,0,-0.489191,-nan,0.001088,0.00102706,-nan,-nan,2.17464e-15
80,1.82361e+06,0,-0.492847,-nan,0.00107513,0.0010146,-nan,-nan,2.18494e-15
81,1.81499e+06,0,-0.496459,-nan,0.0010626,0.00100213,-nan,-nan,2.19521e-15
82,1.80647e+06,0,-0.500028,-nan,0.00105021,0.000989816,-nan,-nan,2.20546e-15
83,1.79805e+06,0,-0.503554,-nan,0.0010378,0.000977805,-nan,-nan,2.21568e-15
84,1.78973e+06,0,-0.507039,-nan,0.0010257,0.000965781,-nan,-nan,2.22587e-15
85,1.78151e+06,0,-0.510482,-nan,0.00101375,0.000953903,-nan,-nan,2.23603e-15
86,1.77339e+06,0,-0.513883,-nan,0.00100194,0.000942169,-nan,-nan,2.24616e-15
87,1.76537e+06,0,-0.517244,-nan,0.000990273,0.000930577,-nan,-nan,2.25626e-15
88,1.75744e+06,0,-0.520566,-nan,0.000979077,0.000918828,-nan,-nan,2.26633e-15
89,1.74961e+06,0,-0.523847,-nan,0.00096801,0.000907227,-nan,-nan,2.27637e-15
90,1.74187e+06,0,-0.527089,-nan,0.000956905,0.000895914,-nan,-nan,2.28637e-15
91,1.73422e+06,0,-0.530293,-nan,0.000946092,0.000884598,-nan,-nan,2.29635e-15
92,1.72667e+06,0,-0.533459,-nan,0.000935241,0.000873564,-nan,-nan,2.30629e-15
93,1.7192e+06,0,-0.536586,-nan,0.000924677,0.000862527,-nan,-nan,2.31619e-15
94,1.71182e+06,0,-0.539677,-nan,0.000913758,0.000852037,-nan,-nan,2.32606e-15
95,1.70453e+06,0,-0.54273,-nan,0.000903126,0.000841538,-nan,-nan,2.3359e-15
96,1.69733e+06,0,-0.545747,-nan,0.00089262,0.000831166,-nan,-nan,2.34569e-15
97,1.69021e+06,0,-0.548728,-nan,0.000882237,0.000820919,-nan,-nan,2.35546e-15
98,1.68318e+06,0,-0.551674,-nan,0.000871825,0.000810927,-nan,-nan,2.36518e-15
99,1.67624e+06,0,-0.554584,-nan,0.000861687,0.000800926,-nan,-nan,2.37487e-15
100,1.66937e+06,0,-0.55746,-nan,0.000851668,0.000791046,-nan,-nan,2.38452e-15
101,1.66259e+06,0,-0.560301,-nan,0.000841768,0.000781286,-nan,-nan,2.39414e-15
102,1.65589e+06,0,-0.563109,-nan,0.000831839,0.000771768,-nan,-nan,2.40371e-15
103,1.64926e+06,0,-0.565883,-nan,0.000822172,0.000762241,-nan,-nan,2.41325e-15
104,1.64272e+06,0,-0.568624,-nan,0.000812618,0.00075283,-nan,-nan,2.42274e-15
105,1.63626e+06,0,-0.571332,-nan,0.000803177,0.000743533,-nan,-nan,2.4322e-15
106,1.62987e+06,0,-0.574008,-nan,0.000793709,0.000734467,-nan,-nan,2.44161e-15
107,1.62356e+06,0,-0.576652,-nan,0.000784491,0.000725393,-nan,-nan,2.45099e-15
108,1.61732e+06,0,-0.579265,-nan,0.000775381,0.000716428,-nan,-nan,2.46032e-15
109,1.61116e+06,0,-0.581846,-nan,0.000766378,0.000707573,-nan,-nan,2.46961e-15
110,1.60507e+06,0,-0.584396,-nan,0.00075735,0.000698937,-nan,-nan,2.47886e-15
111,1.59906e+06,0,-0.586916,-nan,0.00074856,0.000690293,-nan,-nan,2.48807e-15
112,1.59311e+06,0,-0.589407,-nan,0.000739873,0.000681755,-nan,-nan,2.49723e-15
113,1.58724e+06,0,-0.591867,-nan,0.000731288,0.00067332,-nan,-nan,2.50635e-15
114,1.58144e+06,0,-0.594298,-nan,0.000722679,0.000665093,-nan,-nan,2.51542e-15
115,1.5757e+06,0,-0.5967,-nan,0.000714297,0.00065686,-nan,-nan,2.52446e-15
116,1.57004e+06,0,-0.599073,-nan,0.000706014,0.000648728,-nan,-nan,2.53344e-15
117,1.56444e+06,0,-0.601418,-nan,0.000697828,0.000640693,-nan,-nan,2.54239e-15
118,1.55891e+06,0,-0.603735,-nan,0.000689619,0.000632858,-nan,-nan,2.55129e-15
119,1.55344e+06,0,-0.606025,-nan,0.000681626,0.000625016,-nan,-nan,2.56014e-15
120,1.54804e+06,0,-0.608287,-nan,0.000673727,0.000617269,-nan,-nan,2.56895e-15
121,1.54271e+06,0,-0.610522,-nan,0.000665922,0.000609617,-nan,-nan,2.57771e-15
122,1.53743e+06,0,-0.61273,-nan,0.000658093,0.000602153,-nan,-nan,2.58642e-15
123,1.53223e+06,0,-0.614912,-nan,0.000650472,0.000594684,-nan,-nan,2.59509e-15
124,1.52708e+06,0,-0.617069,-nan,0.00064294,0.000587306,-nan,-nan,2.60371e-15
125,1.52199e+06,0,-0.619199,-nan,0.000635498,0.000580018,-nan,-nan,2.61229e-15
126,1.51697e+06,0,-0.621304,-nan,0.000628142,0.000572817,-nan,-nan,2.62081e-15
127,1.512e+06,0,-0.623384,-nan,0.000620983,0.000565615,-nan,-nan,2.62929e-15
