Iteration,Objective,Score,MinOut,MaxOut,stdDevMinOutPos,stdDevMinOutNeg,StdDevMaxOutPos,StdDevMaxOutNeg,HyperplanePercentage
0,2.98855e+06,0,-0.00480361,-nan,0.00276051,0.00272131,-nan,-nan,1.33838e-15
1,2.96582e+06,0,-0.0142802,-nan,0.0027273,0.00268887,-nan,-nan,1.34857e-15
2,2.94336e+06,0,-0.0236446,-nan,0.00269471,0.00265658,-nan,-nan,1.35879e-15
3,2.92118e+06,0,-0.0328972,-nan,0.00266251,0.00262467,-nan,-nan,1.36905e-15
4,2.89925e+06,0,-0.0420395,-nan,0.00263114,0.00259272,-nan,-nan,1.37934e-15
5,2.87759e+06,0,-0.0510727,-nan,0.0025997,0.00256158,-nan,-nan,1.38965e-15
6,2.85619e+06,0,-0.0599982,-nan,0.00256863,0.00253081,-nan,-nan,1.4e-15
7,2.83504e+06,0,-0.0688172,-nan,0.00253794,0.0025004,-nan,-nan,1.41037e-15
8,2.81414e+06,0,-0.077531,-nan,0.00250761,0.00247036,-nan,-nan,1.42078e-15
9,2.79349e+06,0,-0.0861409,-nan,0.00247806,0.00244027,-nan,-nan,1.43121e-15
10,2.77309e+06,0,-0.0946481,-nan,0.00244845,0.00241095,-nan,-nan,1.44167e-15
11,2.75293e+06,0,-0.103054,-nan,0.00241918,0.00238197,-nan,-nan,1.45216e-15
12,2.73302e+06,0,-0.111359,-nan,0.00239027,0.00235334,-nan,-nan,1.46267e-15
13,2.71334e+06,0,-0.119566,-nan,0.0023621,0.00232467,-nan,-nan,1.47321e-15
14,2.69389e+06,0,-0.127674,-nan,0.00233387,0.00229672,-nan,-nan,1.48377e-15
15,2.67468e+06,0,-0.135686,-nan,0.00230598,0.00226911,-nan,-nan,1.49436e-15
16,2.6557e+06,0,-0.143602,-nan,0.00227842,0.00224183,-nan,-nan,1.50497e-15
17,2.63694e+06,0,-0.151424,-nan,0.00225118,0.00221487,-nan,-nan,1.5156e-15
18,2.61841e+06,0,-0.159152,-nan,0.00222465,0.00218787,-nan,-nan,1.52625e-15
19,2.60009e+06,0,-0.166788,-nan,0.00219806,0.00216156,-nan,-nan,1.53693e-15
20,2.582e+06,0,-0.174334,-nan,0.00217178,0.00213556,-nan,-nan,1.54763e-15
21,2.56412e+06,0,-0.181789,-nan,0.00214582,0.00210987,-nan,-nan,1.55834e-15
22,2.54646e+06,0,-0.189155,-nan,0.00212017,0.00208449,-nan,-nan,1.56908e-15
23,2.529e+06,0,-0.196433,-nan,0.00209518,0.00205906,-nan,-nan,1.57983e-15
24,2.51176e+06,0,-0.203625,-nan,0.00207013,0.00203429,-nan,-nan,1.5906e-15
25,2.49472e+06,0,-0.210731,-nan,0.00204538,0.00200981,-nan,-nan,1.60139e-15
26,2.47788e+06,0,-0.217752,-nan,0.00202093,0.00198562,-nan,-nan,1.61219e-15
27,2.46124e+06,0,-0.224689,-nan,0.00199711,0.00196139,-nan,-nan,1.62301e-15
28,2.44481e+06,0,-0.231544,-nan,0.00197323,0.00193778,-nan,-nan,1.63385e-15
29,2.42856e+06,0,-0.238316,-nan,0.00194964,0.00191445,-nan,-nan,1.64469e-15
30,2.41252e+06,0,-0.245008,-nan,0.00192633,0.0018914,-nan,-nan,1.65555e-15
31,2.39666e+06,0,-0.251621,-nan,0.0019033,0.00186862,-nan,-nan,1.66643e-15
32,2.38099e+06,0,-0.258154,-nan,0.00188085,0.00184581,-nan,-nan,1.67731e-15
33,2.36551e+06,0,-0.264609,-nan,0.00185836,0.00182358,-nan,-nan,1.68821e-15
34,2.35022e+06,0,-0.270988,-nan,0.00183614,0.00180161,-nan,-nan,1.69911e-15
